"Line Numbers"	"  Si AT%"	"  Ti AT%"	"  Al AT%"	"  Fe AT%"	"  Mg AT%"	"  Ca AT%"	"  Na AT%"	"  Cr AT%"	"  Mn AT%"	"  Ni AT%"	"   O AT%"	"  Si WT%"	"  Ti WT%"	"  Al WT%"	"  Fe WT%"	"  Mg WT%"	"  Ca WT%"	"  Na WT%"	"  Cr WT%"	"  Mn WT%"	"  Ni WT%"	"   O WT%"	"SiO2  Oxide Percents"	"TiO2  Oxide Percents"	"Al2O3 Oxide Percents"	"FeO   Oxide Percents"	"MgO   Oxide Percents"	"CaO   Oxide Percents"	"Na2O  Oxide Percents"	"Cr2O3 Oxide Percents"	"MnO   Oxide Percents"	"NiO   Oxide Percents"	"       O"	"Oxide Totals"	"Si Detection Limits"	"Ti Detection Limits"	"Al Detection Limits"	"Fe Detection Limits"	"Mg Detection Limits"	"Ca Detection Limits"	"Na Detection Limits"	"Cr Detection Limits"	"Mn Detection Limits"	"Ni Detection Limits"	"Si Percent Errors"	"Ti Percent Errors"	"Al Percent Errors"	"Fe Percent Errors"	"Mg Percent Errors"	"Ca Percent Errors"	"Na Percent Errors"	"Cr Percent Errors"	"Mn Percent Errors"	"Ni Percent Errors"	"Si K-RAW"	"Ti K-RAW"	"Al K-RAW"	"Fe K-RAW"	"Mg K-RAW"	"Ca K-RAW"	"Na K-RAW"	"Cr K-RAW"	"Mn K-RAW"	"Ni K-RAW"	"Si ONCNT"	"Ti ONCNT"	"Al ONCNT"	"Fe ONCNT"	"Mg ONCNT"	"Ca ONCNT"	"Na ONCNT"	"Cr ONCNT"	"Mn ONCNT"	"Ni ONCNT"	"Si OFCNT"	"Ti OFCNT"	"Al OFCNT"	"Fe OFCNT"	"Mg OFCNT"	"Ca OFCNT"	"Na OFCNT"	"Cr OFCNT"	"Mn OFCNT"	"Ni OFCNT"	"Si NECNT"	"Ti NECNT"	"Al NECNT"	"Fe NECNT"	"Mg NECNT"	"Ca NECNT"	"Na NECNT"	"Cr NECNT"	"Mn NECNT"	"Ni NECNT"	"Si ONTIM"	"Ti ONTIM"	"Al ONTIM"	"Fe ONTIM"	"Mg ONTIM"	"Ca ONTIM"	"Na ONTIM"	"Cr ONTIM"	"Mn ONTIM"	"Ni ONTIM"	"Si HITIM"	"Ti HITIM"	"Al HITIM"	"Fe HITIM"	"Mg HITIM"	"Ca HITIM"	"Na HITIM"	"Cr HITIM"	"Mn HITIM"	"Ni HITIM"	"Si LOTIM"	"Ti LOTIM"	"Al LOTIM"	"Fe LOTIM"	"Mg LOTIM"	"Ca LOTIM"	"Na LOTIM"	"Cr LOTIM"	"Mn LOTIM"	"Ni LOTIM"	"Si DETIM"	"Ti DETIM"	"Al DETIM"	"Fe DETIM"	"Mg DETIM"	"Ca DETIM"	"Na DETIM"	"Cr DETIM"	"Mn DETIM"	"Ni DETIM"	" BEAMCUR"	"X Stage Coordinates (mm)"	"Y Stage Coordinates (mm)"	"Z Stage Coordinates (mm)"	" RELDIST"	"Si STDCT"	"Ti STDCT"	"Al STDCT"	"Fe STDCT"	"Mg STDCT"	"Ca STDCT"	"Na STDCT"	"Cr STDCT"	"Mn STDCT"	"Ni STDCT"
     654	 18.7557	 .128867	 2.80892	 1.05158	 8.29842	 7.68657	 1.09141	 .205786	 .022960	 .026638	 59.9231	 24.2661	 .284349	 3.49133	 2.70531	 9.29110	 14.1918	 1.15586	 .492903	 .058106	 .072043	 44.1663	 51.9139	 .474311	 6.59680	 3.48037	 15.4074	 19.8572	 1.55807	 .720415	 .075029	 .091676	 -.00001	 100.175	 .023488	 .042629	 .024254	 .038934	 .010622	 .008081	 .017023	 .011076	 .025787	 .035730	 .275597	 10.6987	 .902254	 1.99919	 .418575	 .232979	 1.91183	 1.57285	 22.2743	 24.4002	 1.25578	 .004274	 .160662	 .045335	 .241171	 .979586	 .119636	 .006489	 .000973	 .000812	 6724.02	 10.5311	 745.551	 147.514	 2866.73	 9206.87	 166.088	 512.789	 39.7261	 66.3272	 93.4364	 2.93888	 52.5709	 9.01257	 23.9585	 61.5157	 11.7243	 150.419	 31.3495	 56.2837	 6630.58	 7.59223	 692.980	 138.501	 2842.77	 9145.36	 154.364	 362.370	 8.37668	 10.0435	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5200	 14.7202	 56.4088	 11.0805	 1501.15	 5280.04	 1776.51	 4313.28	 3055.05	 11787.3	 9335.94	 1290.28	 55846.4	 8613.35	 12373.6
     655	 18.7078	 .107944	 2.84327	 1.10917	 8.27857	 7.71408	 1.08103	 .206816	 .036747	 .014408	 59.9001	 24.2231	 .238369	 3.53678	 2.85571	 9.27614	 14.2537	 1.14576	 .495759	 .093070	 .038997	 44.1839	 51.8218	 .397613	 6.68268	 3.67386	 15.3826	 19.9438	 1.54446	 .724589	 .120175	 .049625	  .00000	 100.341	 .023528	 .046675	 .023750	 .039966	 .010310	 .007629	 .016786	 .011162	 .025636	 .036350	 .275883	 12.7329	 .893291	 1.94539	 .418831	 .232249	 1.91896	 1.57141	 14.3210	 44.9540	 1.25309	 .003584	 .162713	 .047862	 .240595	 .984093	 .118436	 .006530	 .001558	 .000439	 6710.15	 9.89241	 752.228	 155.716	 2858.61	 9242.25	 164.145	 517.643	 44.4202	 63.7182	 93.7091	 3.52597	 50.3937	 9.50056	 22.5434	 54.8593	 11.3672	 152.960	 31.0005	 58.2809	 6616.44	 6.36643	 701.835	 146.215	 2836.06	 9187.39	 152.778	 364.683	 13.4197	 5.43728	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5250	 14.6883	 56.3885	 11.0805	 1538.96	 5280.10	 1776.47	 4313.32	 3054.95	 11787.7	 9335.90	 1289.96	 55846.5	 8613.52	 12373.5
     656	 18.7462	 .093965	 2.81627	 1.06717	 8.32452	 7.73087	 1.08766	 .206083	 .023500	 .000000	 59.9038	 24.2390	 .207211	 3.49831	 2.74374	 9.31463	 14.2648	 1.15117	 .493312	 .059435	 .000000	 44.1250	 51.8559	 .345640	 6.61000	 3.52982	 15.4465	 19.9594	 1.55176	 .721013	 .076745	 .000000	  .00000	 100.097	 .023564	 .045695	 .024304	 .039862	 .010679	 .007541	 .016812	 .011143	 .025713	 .037500	 .275686	 14.0202	 .901158	 1.98872	 .417792	 .232117	 1.91225	 1.57595	 21.7501	 -502.66	 1.25437	 .003114	 .161002	 .045964	 .241936	 .984463	 .119251	 .006494	 .000995	 -.00004	 6717.36	 8.90858	 747.297	 149.861	 2876.22	 9244.39	 165.240	 514.987	 39.7479	 61.5329	 94.1129	 3.37740	 52.8378	 9.44693	 24.2695	 53.5843	 11.4503	 152.335	 31.1811	 62.0221	 6623.25	 5.53118	 694.459	 140.414	 2851.95	 9190.81	 153.790	 362.652	 8.56675	 -.48924	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5375	 14.6990	 56.3803	 11.0805	 1552.44	 5280.16	 1776.43	 4313.37	 3054.86	 11788.1	 9335.86	 1289.63	 55846.7	 8613.70	 12373.3
     657	 18.6978	 .102863	 2.79447	 1.06743	 8.36406	 7.75119	 1.09320	 .208710	 .024512	 .018020	 59.8778	 24.2322	 .227358	 3.47927	 2.75075	 9.38051	 14.3354	 1.15972	 .500758	 .062139	 .048818	 44.2079	 51.8414	 .379246	 6.57401	 3.53884	 15.5557	 20.0581	 1.56328	 .731894	 .080236	 .062122	  .00000	 100.385	 .023857	 .042960	 .024797	 .040973	 .010302	 .007767	 .015918	 .011033	 .025889	 .036262	 .275864	 12.6486	 .906743	 1.99231	 .416201	 .231597	 1.89252	 1.55182	 20.9851	 36.0282	 1.25360	 .003417	 .159985	 .046094	 .243469	 .989530	 .120028	 .006593	 .001040	 .000550	 6715.71	 9.05543	 744.991	 150.792	 2892.66	 9294.94	 164.995	 517.537	 40.5801	 64.8130	 96.4077	 2.98582	 54.9104	 9.98539	 22.5541	 56.8718	 10.2422	 149.361	 31.6217	 58.0075	 6619.30	 6.06961	 690.080	 140.806	 2870.11	 9238.07	 154.753	 368.176	 8.95837	 6.80549	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5375	 14.7474	 56.4630	 11.0805	 1648.26	 5280.22	 1776.39	 4313.41	 3054.76	 11788.4	 9335.81	 1289.31	 55846.8	 8613.88	 12373.1
     658	 18.7429	 .118684	 2.75607	 1.07749	 8.36617	 7.69072	 1.10073	 .207953	 .030693	 .012065	 59.8966	 24.2622	 .262017	 3.42743	 2.77343	 9.37187	 14.2069	 1.16634	 .498357	 .077718	 .032647	 44.1699	 51.9055	 .437060	 6.47606	 3.56800	 15.5414	 19.8783	 1.57219	 .728385	 .100352	 .041544	 .000004	 100.249	 .023139	 .044993	 .025124	 .039001	 .010035	 .007591	 .016450	 .011057	 .026253	 .035891	 .275355	 11.6385	 .916044	 1.97123	 .416148	 .232531	 1.89378	 1.55853	 17.2405	 52.8528	 1.25548	 .003939	 .157589	 .046473	 .243216	 .980689	 .120710	 .006562	 .001301	 .000368	 6720.07	 10.2741	 736.143	 151.012	 2888.63	 9209.84	 166.530	 516.597	 43.7407	 61.4049	 90.7836	 3.27790	 56.3889	 9.05093	 21.4079	 54.3489	 10.9369	 150.140	 32.5359	 56.8539	 6629.29	 6.99622	 679.754	 141.961	 2867.22	 9155.49	 155.593	 366.457	 11.2048	 4.55102	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5500	 14.7588	 56.4567	 11.0805	 1661.29	 5280.28	 1776.35	 4313.46	 3054.66	 11788.8	 9335.77	 1288.98	 55846.9	 8614.06	 12372.9
     659	 18.7211	 .118994	 2.79388	 1.06258	 8.31136	 7.76127	 1.08810	 .209448	 .018675	 .015734	 59.8989	 24.1847	 .262169	 3.46738	 2.72948	 9.29153	 14.3080	 1.15061	 .500918	 .047189	 .042488	 44.0816	 51.7397	 .437313	 6.55156	 3.51147	 15.4081	 20.0198	 1.55099	 .732128	 .060933	 .054067	 .000000	 100.066	 .023312	 .042246	 .024937	 .038804	 .010827	 .007796	 .016821	 .011049	 .026024	 .036026	 .275880	 11.2974	 .908897	 1.98801	 .418506	 .231804	 1.91423	 1.55247	 27.3455	 40.9910	 1.25167	 .003940	 .159535	 .045735	 .241161	 .987696	 .119071	 .006594	 .000790	 .000479	 6701.40	 9.88563	 743.766	 148.657	 2868.00	 9278.17	 164.865	 518.073	 38.7612	 63.1851	 92.1484	 2.88736	 55.6129	 8.95570	 24.9186	 57.3181	 11.4240	 149.814	 31.9581	 57.2622	 6609.25	 6.99827	 688.153	 139.701	 2843.08	 9220.85	 153.441	 368.258	 6.80309	 5.92289	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5425	 14.5042	 56.4550	 11.0805	 1915.89	 5280.34	 1776.31	 4313.50	 3054.57	 11789.1	 9335.73	 1288.65	 55847.1	 8614.23	 12372.7
     660	 18.7541	 .107811	 2.81379	 1.19935	 9.06067	 6.92495	 .946195	 .185926	 .027087	 .035853	 59.9443	 24.2379	 .237634	 3.49363	 3.08216	 10.1337	 12.7719	 1.00099	 .444858	 .068476	 .096860	 44.1345	 51.8536	 .396387	 6.60115	 3.96519	 16.8047	 17.8704	 1.34931	 .650192	 .088419	 .123257	 .000004	 99.7026	 .023295	 .047806	 .023782	 .038540	 .010358	 .007634	 .016532	 .011168	 .025564	 .035774	 .276150	 12.9174	 .901577	 1.85621	 .399388	 .245490	 2.06403	 1.70073	 18.9531	 18.4218	 1.24796	 .003579	 .159697	 .051675	 .263870	 .880749	 .103873	 .005869	 .001147	 .001091	 6680.87	 10.0735	 738.822	 166.691	 3133.87	 8277.27	 144.922	 481.616	 40.7849	 69.9830	 91.1409	 3.71640	 49.9636	 8.85099	 22.9723	 54.8773	 11.0995	 153.850	 30.9061	 56.4837	 6589.73	 6.35710	 688.858	 157.840	 3110.89	 8222.40	 133.822	 327.765	 9.87881	 13.4993	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5625	 14.4948	 56.4486	 11.0805	 1927.26	 5280.39	 1776.28	 4313.54	 3054.47	 11789.5	 9335.68	 1288.33	 55847.2	 8614.41	 12372.5
"Un   37  CK-7_D5a_(AOI_7) (TKCS): "	 40	 15	 25	 10
     661	 .010850	 .012816	 24.6706	 3.94181	 11.3573	 .003055	 .000000	 2.94086	 .046100	 .101862	 56.9147	 .013535	 .027266	 29.5670	 9.77797	 12.2609	 .005438	 .000000	 6.79198	 .112494	 .265629	 40.4480	 .028957	 .045482	 55.8664	 12.5793	 20.3323	 .007609	 .000000	 9.92698	 .145256	 .338020	 .000000	 99.2703	 .028137	 .045727	 .027267	 .039694	 .011680	 .007380	 .018093	 .010666	 .024981	 .036641	 98.8214	 82.9149	 .299031	 .995533	 .365387	 65.0254	 -44.739	 .312467	 11.7823	 7.43421	 .000570	 .000441	 1.29652	 .167917	 .315769	 .000386	 -.00181	 .095115	 .001944	 .003047	 91.7503	 4.69946	 5653.05	 522.718	 3751.42	 57.8185	 9.93749	 5469.88	 48.1237	 99.0945	 88.7424	 3.91622	 60.3788	 9.83945	 28.5500	 54.2170	 12.2679	 157.937	 31.3800	 61.3919	 3.00791	 .783248	 5592.67	 512.879	 3722.87	 3.60148	 -2.3304	 5311.95	 16.7437	 37.7026	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5350	 12.0440	 52.7604	 11.0735	 .000000	 5280.45	 1776.24	 4313.59	 3054.37	 11789.9	 9335.64	 1287.99	 55847.4	 8614.59	 12372.4
     662	 .012394	 .043310	 24.6396	 3.96972	 11.2907	 .000000	 .000000	 2.97363	 .029293	 .110235	 56.9312	 .015432	 .091970	 29.4735	 9.82843	 12.1658	 .000000	 .000000	 6.85459	 .071345	 .286918	 40.3826	 .033015	 .153411	 55.6897	 12.6443	 20.1745	 .000000	 .000000	 10.0185	 .092123	 .365110	  .00000	 99.1706	 .027698	 .041509	 .028050	 .039481	 .011760	 .007641	 .017557	 .010837	 .026187	 .037764	 85.4455	 25.2557	 .299669	 .992502	 .367068	 -53.974	 -423.31	 .311167	 18.5864	 7.10727	 .000650	 .001488	 1.29243	 .168820	 .312911	 -.00046	 -.00019	 .096018	 .001233	 .003292	 89.5293	 5.87319	 5638.98	 525.361	 3718.17	 53.8420	 11.2570	 5525.55	 45.1284	 105.978	 86.0981	 3.23024	 63.9102	 9.73954	 28.8752	 58.1802	 11.5064	 163.163	 34.5065	 65.2472	 3.43124	 2.64295	 5575.07	 515.621	 3689.29	 -4.3382	 -.24935	 5362.39	 10.6219	 40.7311	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5400	 12.0294	 52.7558	 11.0735	 15.3075	 5280.51	 1776.20	 4313.64	 3054.27	 11790.2	 9335.60	 1287.67	 55847.5	 8614.77	 12372.2
     663	 .024472	 .020836	 24.6155	 3.98087	 11.3359	 .000881	 .010878	 2.94751	 .043023	 .109479	 56.9107	 .030510	 .044305	 29.4832	 9.86892	 12.2305	 .001567	 .011102	 6.80326	 .104922	 .285322	 40.4209	 .065273	 .073903	 55.7079	 12.6963	 20.2818	 .002193	 .014965	 9.94347	 .135479	 .363080	 .000000	 99.2844	 .027733	 .043075	 .028605	 .041435	 .011600	 .007344	 .016675	 .010842	 .025270	 .036776	 43.6830	 49.8514	 .299874	 .992403	 .366058	 221.973	 73.1942	 .312444	 12.6590	 7.00048	 .001284	 .000717	 1.29228	 .169518	 .314596	 .000111	 .001106	 .095318	 .001813	 .003274	 93.0417	 4.74935	 5640.84	 528.460	 3737.35	 54.7446	 11.8001	 5486.62	 47.7414	 102.346	 86.2589	 3.47632	 66.3815	 10.7228	 28.0877	 53.7065	 10.3764	 163.333	 32.1207	 61.8445	 6.78278	 1.27303	 5574.46	 517.737	 3709.26	 1.03812	 1.42364	 5323.28	 15.6208	 40.5020	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5300	 12.0438	 52.7328	 11.0735	 42.4427	 5280.57	 1776.16	 4313.68	 3054.18	 11790.6	 9335.55	 1287.34	 55847.7	 8614.94	 12372.0
     664	 18.7924	 .113411	 2.85092	 1.04813	 8.27612	 7.65746	 1.06516	 .209180	 .029671	 .005952	 59.9516	 24.4134	 .251275	 3.55809	 2.70753	 9.30422	 14.1961	 1.13269	 .503091	 .075397	 .016164	 44.3689	 52.2291	 .419141	 6.72295	 3.48323	 15.4292	 19.8632	 1.52684	 .735304	 .097356	 .020569	 .000004	 100.527	 .023245	 .046363	 .024512	 .041598	 .009928	 .007699	 .017826	 .011147	 .025874	 .036339	 .274566	 12.1920	 .893316	 2.01459	 .417465	 .232773	 1.94729	 1.55393	 17.5141	 107.000	 1.26358	 .003776	 .163876	 .045360	 .241758	 .979682	 .117349	 .006622	 .001262	 .000182	 6764.10	 10.1833	 760.743	 148.813	 2871.55	 9201.66	 163.852	 522.199	 42.4486	 60.4677	 91.6039	 3.47598	 53.8276	 10.2812	 20.9971	 55.8305	 12.8215	 152.378	 31.5790	 58.2149	 6672.49	 6.70727	 706.915	 138.532	 2850.55	 9145.83	 151.030	 369.821	 10.8697	 2.25278	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5325	 11.8798	 52.4453	 11.0735	 373.428	 5280.63	 1776.12	 4313.72	 3054.08	 11790.9	 9335.51	 1287.02	 55847.8	 8615.12	 12371.8
     665	 18.7307	 .104828	 2.85555	 1.03087	 8.29684	 7.70109	 1.12750	 .210400	 .027665	 .012222	 59.9024	 24.2277	 .231250	 3.54841	 2.65139	 9.28704	 14.2151	 1.19378	 .503830	 .069996	 .033045	 44.1400	 51.8317	 .385739	 6.70465	 3.41100	 15.4007	 19.8897	 1.60918	 .736385	 .090381	 .042051	 .000000	 100.102	 .023432	 .042648	 .024261	 .038744	 .010012	 .007697	 .015647	 .011085	 .025461	 .037113	 .275822	 12.4478	 .893895	 2.02117	 .418101	 .232670	 1.85971	 1.54866	 18.5089	 53.9384	 1.25347	 .003475	 .163336	 .044420	 .241197	 .981002	 .123728	 .006631	 .001171	 .000372	 6712.16	 9.11062	 757.237	 144.574	 2865.34	 9213.90	 169.078	 520.885	 40.6569	 65.2984	 92.9715	 2.93889	 52.6431	 8.91454	 21.3254	 55.7845	 9.87773	 150.572	 30.5657	 60.6928	 6619.19	 6.17174	 704.593	 135.659	 2844.02	 9158.11	 159.200	 370.313	 10.0912	 4.60561	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5200	 11.8604	 52.4385	 11.0735	 393.986	 5280.69	 1776.08	 4313.77	 3053.99	 11791.3	 9335.47	 1286.69	 55847.9	 8615.30	 12371.6
     666	 18.7459	 .119785	 2.84088	 1.07404	 8.24148	 7.70064	 1.12809	 .205556	 .024574	 .006630	 59.9124	 24.2581	 .264361	 3.53173	 2.76365	 9.22914	 14.2205	 1.19493	 .492448	 .062203	 .017936	 44.1669	 51.8967	 .440970	 6.67314	 3.55542	 15.3047	 19.8974	 1.61074	 .719749	 .080319	 .022823	 .000000	 100.202	 .023586	 .047055	 .024785	 .039811	 .010529	 .007741	 .016022	 .011185	 .025532	 .037038	 .275718	 11.8258	 .898955	 1.98155	 .420019	 .232672	 1.86523	 1.58108	 20.7130	 98.3500	 1.25541	 .003973	 .162593	 .046306	 .239502	 .981601	 .123706	 .006483	 .001041	 .000202	 6723.71	 10.6343	 756.330	 150.822	 2847.67	 9220.08	 169.455	 515.445	 39.6966	 62.9287	 94.2015	 3.57740	 54.9331	 9.40898	 23.5380	 56.4167	 10.3227	 153.356	 30.7277	 60.4287	 6629.51	 7.05689	 701.397	 141.413	 2824.13	 9163.66	 159.132	 362.089	 8.96890	 2.49994	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5075	 11.8822	 52.4290	 11.0735	 417.765	 5280.74	 1776.05	 4313.81	 3053.89	 11791.7	 9335.42	 1286.37	 55848.1	 8615.47	 12371.4
     667	 .157816	 .032757	 24.1965	 3.90939	 11.5660	 .037596	 .008000	 3.03966	 .023789	 .126173	 56.9023	 .183105	 .064818	 26.9704	 9.01924	 11.6129	 .062248	 .007598	 6.52914	 .053990	 .306011	 37.6106	 .391728	 .108120	 50.9600	 11.6032	 19.2576	 .087097	 .010242	 9.54282	 .069715	 .389407	 .000004	 92.4200	 .025951	 .043118	 .026737	 .037611	 .011642	 .007201	 .015668	 .010568	 .026828	 .037964	 7.52694	 35.3060	 .313898	 1.03668	 .376102	 6.45194	 99.7656	 .319134	 24.6910	 6.74429	 .007723	 .001049	 1.17917	 .154902	 .298537	 .004417	 .000756	 .091390	 .000933	 .003511	 116.519	 5.34213	 5144.43	 481.859	 3548.59	 92.8395	 10.0962	 5258.68	 44.2100	 109.261	 75.7370	 3.47973	 57.6533	 8.82177	 28.2373	 51.6016	 9.12339	 154.738	 36.1714	 65.8268	 40.7815	 1.86240	 5086.77	 473.038	 3520.36	 41.2380	 .972822	 5103.94	 8.03861	 43.4345	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5050	 11.6893	 53.0198	 11.0735	 1039.26	 5280.80	 1776.01	 4313.86	 3053.79	 11792.0	 9335.38	 1286.04	 55848.2	 8615.65	 12371.3
